uniprot_id,frequency,pdb_ids
P00918,207,"1BCD,1BIC,1BV3,1CAH,1CAI,1CAJ,1CAK,1CAM,1CAN,1CAO,1CAZ,1CNG,1CNI,1CNJ,1CRA,1F2W,1FR4,1FR7,1G0E,1G0F,1G3Z,1H9N,1LG5,1LGD,1MUA,1RAY,1RAZ,1RZA,1RZB,1RZC,1RZD,1RZE,1TG3,1TG9,1TH9,1THK,1UGE,1XEG,1YDC,1YO0,1YO1,1YO2,1ZSC,2AX2,2CA2,2CBA,2CBB,2CBC,2CBD,2CBE,2FNK,2FNM,2FNN,2ILI,2NWO,2NWP,2NWY,2NWZ,2NXR,2NXS,2NXT,2OSM,2VVA,2VVB,3D92,3D93,3DC9,3DV7,3DVB,3DVC,3DVD,3GZ0,3K7K,3KOI,3KOK,3KON,3KS3,3M1J,3M1Q,3M1W,3M5S,3MNH,3MNI,3MNJ,3MNK,3MWO,3P5A,3PJJ,3RG3,3RG4,3RLD,3S76,3TVN,3TVO,3U3A,3U45,3U47,3U7C,3V3G,3V3H,3V3I,3V3J,4E5Q,4GL1,4HBA,4HF3,4IDR,4JS6,4JSS,4JSW,4K1Q,4L5V,4L5W,4MLX,4Q7P,4Q7S,4Q7V,4Q7W,4Q8Z,4Q90,4Q99,4Q9Y,4QEF,4QK1,4QK2,4QK3,4YGJ,4YGK,4YGL,4YGN,4YWP,4ZAO,5BRW,5DSK,5DSL,5DSM,5DSO,5DSP,5DSQ,5DSR,5EOI,5G0B,5G0C,5TH4,5THI,5THJ,5THN,5TI0,5Y2R,5Y2S,5YUI,5YUJ,5YUK,5ZXW,6B00,6FJI,6H6S,6HX5,6KLZ,6KM0,6KM1,6KM2,6KM3,6KM4,6KM5,6KM6,6LUU,6LUV,6LUW,6LUX,6LUY,6LUZ,6LV1,6LV2,6LV3,6LV4,6LV5,6LV6,6LV7,6LV8,6LV9,6LVA,6PDV,6PEA,6XWZ,7BFA,7BG5,7BI5,7NH6,7NH8,7OK8,7ONP,7ORP,7ORQ,7QBH,7QNV,7QRK,7QSE,7QSI,8OGD,8OGE,8SD1,8SD6,8SD7,8SD8,8SD9,8SF1"
P00921,5,"1V9E,4CNV,4CNX,5A25,5EZT"
P00924,2,"1EBH,4ENL"
P00929,2,"6OSO,6OUY"
P00939,1,1R2R
P00940,2,"1SW0,4P61"
P00942,2,"1YPI,4FF7"
P00947,3,"3MHE,3NM2,3NXJ"
P00959,6,"1F4L,1PFU,3H97,3H99,3H9C,6SPP"
P00970,1,5WFY
P00974,79,"1AAL,1BPI,1CO7,1D0D,1EJM,1F5R,1F7Z,1FY8,1G6X,1K6U,1NAG,1P2I,1P2J,1P2K,1P2M,1P2N,1P2Q,1QLQ,1T7C,1T8L,1T8M,1T8N,1T8O,1TPA,1YKT,2FI3,2FI4,2FI5,2FTL,2FTM,2PTC,2R9P,2RA3,2TGP,2ZJX,2ZVX,3BTD,3BTE,3BTF,3BTG,3BTH,3BTK,3BTM,3BTQ,3BTT,3FP6,3FP7,3FP8,3OTJ,3P92,3P95,3TGI,3TGK,3TPI,3U1J,3WNY,4DG4,4PTI,4WWY,4Y0Y,5JB4,5JB5,5JB6,5JB7,5PTI,5XX2,5XX3,5XX4,5XX5,5XX6,5XX7,5XX8,6PTI,7PTI,7QIQ,7QIR,7QIS,7QIT,8PTI"
P00998,1,1TGS
P01003,2,"1OVO,3OVO"
P01006,2,"2SIC,3SIC"
P01009,9,"3NDD,3NE4,4PYW,5NBV,6I7U,6IAY,6ROD,7AEL,8PI2"
P01011,6,"5OM5,5OM6,6HGD,6HGH,6HGM,6HGN"
P01019,3,"3WOO,5NJ9,5NJA"
P01024,3,"1C3D,2WY7,2WY8"
P01026,2,"1QQF,1QSJ"
P01033,1,3V96
P01034,1,3GAX
P01040,1,3KFQ
P01042,1,2WOK
P01050,2,"7A0D,7A0E"
P01051,8,"1CSE,2SEC,2TEC,4B1T,4B2A,4B2B,4B2C,4H4F"
P01053,10,"1CQ4,1LW6,1YPC,5FFN,6QIY,6QIZ,7A1H,7A3M,7AOK,7AON"
P01062,1,1SBW
P01070,2,"1AVW,1AVX"
P01074,2,"1LU0,2STA"
P01088,1,1BEA
P01092,1,1OK0
P01106,5,"1NKP,4Y7R,5I4Z,6G6K,8Q1N"
P01111,3,"6ULI,6ULK,7OW4"
P01112,6,"2CE2,2CL6,2CL7,2CLC,2CLD,2EVW"
P01116,8,"6H47,6JTN,6JTO,6JTP,6O4Y,6O4Z,6O51,6O53"
P01130,4,"1AJJ,1IJQ,2FCW,3SO6"
P01175,1,1XY2
P01210,1,5E33
P01270,3,"1ET1,3C4M,8T5F"
P01275,3,"6PHI,6PHJ,6PHO"
P01308,112,"1G7A,1G7B,1GUJ,1HTV,1MSO,1OS3,1RWE,1TRZ,1XDA,1ZEG,2C8Q,2C8R,2CEU,2OLY,2OLZ,2OM1,2OMG,2OMH,2VJZ,2WRU,2WRX,2WS4,3BXQ,3E7Y,3E7Z,3EXX,3HYD,3I3Z,3I40,3ILG,3INC,3KQ6,3TT8,3U4N,3UTQ,3W7Y,3W7Z,3W80,3ZI3,4AJZ,4CXL,4CXN,4CY7,4EFX,4EWZ,4EX0,4EX1,4EXX,4EY1,4EY9,4EYD,4EYN,4EYP,4F0N,4F0O,4F1A,4F1B,4F1C,4F1D,4F1F,4F1G,4F4T,4F4V,4F51,4F8F,4FKA,4GBC,4IUZ,4IYD,4IYF,4RXW,4UNE,4UNG,4XC4,4Z76,4Z77,5BTS,5C0D,5CNY,5CO2,5CO6,5CO9,5E7W,5EN9,5ENA,5HPR,5HQI,5HRQ,5UDP,5UOZ,5UQA,5URT,5USP,5USV,5UU2,5UU4,5VIZ,6GV0,6H3M,6O17,6P4Z,6S34,6S4I,6TYH,6VER,6VES,6VET,7JP3,7NHU,7QGF,8PI4,8PJH"
P01315,28,"1B17,1B18,1B19,1B2A,1B2B,1B2C,1B2D,1B2E,1B2F,1B2G,1DEI,1M5A,1SDB,1ZNI,2G4M,2TCI,3GKY,3INS,3MTH,3RTO,4A7E,4INS,5D52,5D53,5D54,5FB6,7AC4,9INS"
P01317,20,"1CPH,1DPH,1PID,2BN1,2BN3,4E7T,4E7U,4E7V,4I5Y,4I5Z,4IHN,4M4F,4M4H,4M4I,4M4J,4M4L,4M4M,5AZZ,6OR0,6QQ7"
P01325,1,7QHP
P01359,1,2PSP
P01375,3,"2E7A,4TSV,5M2J"
P01382,1,1NTN
P01391,1,4AEA
P01396,1,4LFT
P01426,2,"1IQ9,3NDS"
P01468,1,1TGX
P01484,3,"1AHO,1PTX,1SEG"
P01494,1,2SN3
P01495,1,2YC1
P01496,1,5CY0
P01538,1,1OKH
P01542,14,"1AB1,1CBN,1CNR,1CRN,1EJG,1JXT,1JXU,1JXW,1JXX,1JXY,2FD7,2FD9,3NIR,3U7T"
P01543,1,1BHP
P01549,1,2MCM
P01552,4,"1SE4,3GP7,3SEB,4RGO"
P01555,2,"1S5D,1S5E"
P01556,2,"1S5D,1S5E"
P01558,5,"2QUO,3ZIW,3ZIX,8U5D,8U5E"
P01559,3,"1ETL,1ETM,1ETN"
P01563,1,3S9D
P01584,7,"1L2H,2NVH,3POK,4G6M,4GAI,5R7W,8RYS"
P01588,1,1EER
P01593,3,"1BWW,1WTL,4L1H"
P01594,4,"1B0W,2Q20,3CDC,3CDF"
P01597,1,3UPA
P01619,3,"4LRN,4M62,4OB5"
P01630,3,"5YD3,5YD4,5YD5"
P01631,4,"1DLF,1N4X,1SVZ,2DLF"
P01635,6,"1A2Y,1DVF,1KIQ,1VFA,1VFB,1WEJ"
P01636,1,1MQK
P01642,3,"1J1O,1J1P,1J1X"
P01646,1,1DVF
P01648,1,1JFQ
P01660,2,"1I8K,1J05"
P01704,2,"5C6W,6SM1"
P01709,2,"4UNU,4UNV"
P01721,4,"1CD0,1PEW,2CD0,5IR3"
P01723,2,"1Q0X,1SM3"
P01724,1,1OAQ
P01727,1,5A2J
P01747,1,1JFQ
P01764,2,"3ZHD,3ZHK"
P01772,1,2FB4
P01801,4,"1PZ5,1SM3,2DLF,5A2J"
P01820,8,"1A2Y,1DVF,1G7H,1G7I,1G7J,1G7M,1VFA,1VFB"
P01821,1,1T2Q
P01823,6,"1J1O,1J1P,1J1X,2DQC,2DQD,2DQE"
P01833,1,1XED
P01834,5,"1N0X,3X12,5EWI,6B9Z,6DCV"
P01835,1,1LK3
P01837,20,"1A3L,1DQQ,1E4W,1E4X,1GPO,1KCV,1NBY,1NBZ,1NDG,1ORS,1OSP,1Q9O,1R3J,1RUQ,1RUR,1SEQ,2AJS,2AJU,2AK1,6FAB"
P01848,10,"1KGC,1OGA,2BNQ,2BNR,2BNU,2IAL,2P5E,4UDT,4WW1,5C0C"
P01849,2,"5M01,5M02"
P01850,7,"1KGC,1OGA,2BNQ,2BNR,2BNU,2IAL,2NW2"
P01851,2,"5M01,5M02"
P01852,1,6G9Q
P01857,15,"1AQK,1N7M,3D85,3DJ9,3MCL,4EOW,4LLD,4LLM,4LLQ,4NWT,4NWU,4O4Y,5DVL,5HSF,6DCV"
P01861,1,4B53
P01863,2,"1DQQ,3OZ9"
P01865,6,"1E4W,1NBY,1NCW,1NDG,1RUK,1RUP"
P01867,1,1OSP
P01868,4,"1GPO,1P7K,1R3J,1SEQ"
P01869,2,"1A3L,1ORS"
P01872,1,4JVU
P01887,27,"1RJY,1S7Q,1S7S,1T0N,1U58,1WBX,2CLV,2CLZ,2QRT,2ZSV,3CC5,3ECB,3PWU,3VJ6,3WS6,4L8D,5E8O,5M00,5M01,5M02,5OQG,5T7G,5WEU,6E1I,6G9Q,6GB6,6I8C"
P01888,1,2XFX
P01889,124,"1JGD,1K5N,1M05,1M6O,1N2R,1OGT,1SYV,1UXS,1UXW,1XH3,1XR9,1ZHK,1ZHL,1ZSD,2A83,2AXF,2BVO,2BVP,2H6P,2HJL,2NW3,2YPK,3BP4,3BP7,3BW9,3BWA,3C9N,3CZF,3D18,3DX6,3DX7,3KPL,3KPM,3KPP,3KPQ,3L3D,3L3I,3LKO,3LKP,3LKQ,3LKS,3LN4,3LN5,3LV3,3SKM,3SKO,3SPV,3VCL,3VFS,3VFT,3VFU,3VFV,3X12,3X13,4G8I,4G9D,4G9F,4JQV,4JQX,4LCY,4O2C,4O2E,4O2F,4PR5,4PRN,4QRQ,4QRS,4QRT,4QRU,4U1H,4U1I,4U1J,4U1M,4U1N,4U1S,4XXC,5DEF,5DEG,5EO0,5EO1,5IB1,5IB2,5IB3,5IB4,5IEK,5T6W,5T6X,5T6Y,5TXS,5VUE,5VUF,5VWD,5VWF,5VWH,5WMN,5WMO,5WMP,5WMQ,5WMR,5XOS,6AT5,6BJ3,6BJ8,6BXQ,6D29,6D2R,6D2T,6MT3,6MT4,6MT5,6MT6,6MTL,6P23,6P27,6P2C,6P2F,6P2S,6PYL,6PYV,6PYW,6PZ5,6UJ7,7LFZ,7LGT"
P01897,8,"3ERY,3UO1,3UYR,3V4U,3V52,3VJ6,4MS8,6L9K"
P01899,15,"1WBX,3CC5,3WS6,4L8D,5E8O,5M00,5M01,5M02,6G9Q,6WZY,6X00,7N4K,7N5C,7N5Q,7N9J"
P01900,3,"3ECB,5T7G,5WEU"
P01901,11,"1RJY,1S7Q,1S7S,1T0N,2CLV,2CLZ,2QRT,2ZSV,3TID,5OQG,6GB6"
P01902,5,"4Z76,4Z77,5GSB,5GSV,6E1I"
P01903,8,"1FV1,1KLU,3PDO,4X5W,5NI9,6HBY,6QZC,6R0E"
P01911,7,"1KLU,3PDO,4X5W,5NI9,6HBY,6QZC,6R0E"
P01947,1,3HYU
P01958,8,"1G0B,1IBE,1NS9,2ZLT,5C6E,6SVA,8PUQ,8PUR"
P01965,1,1QPW
P01966,5,"1G08,2QSP,2QSS,6IHX,6II1"
P01972,1,1HDS
P02008,1,3W4U
P02042,1,1SHR
P02062,8,"1G0B,1IBE,1NS9,2ZLT,5C6E,6SVA,8PUQ,8PUR"
P02067,1,1QPW
P02070,5,"1G08,2QSP,2QSS,6IHX,6II1"
P02074,1,1HDS
P02095,1,3HYU
P02141,2,"2R1H,3BOM"
P02144,1,3RGK
P02184,1,6BMG
P02185,238,"102M,104M,106M,109M,110M,111M,1A6G,1A6K,1A6M,1A6N,1ABS,1AJG,1AJH,1BVC,1BVD,1BZ6,1BZP,1BZR,1CH1,1CH2,1CH7,1CH9,1CIK,1CIO,1CO8,1CO9,1DO1,1DO3,1DO4,1DO7,1DTI,1DXC,1DXD,1EBC,1F63,1F65,1FCS,1H1X,1HJT,1J3F,1J52,1JDO,1JP9,1JPB,1JW8,1LTW,1LUE,1MBC,1MBD,1MBO,1MCY,1MGN,1MLK,1MLL,1MLM,1MLO,1MLS,1MLU,1MOA,1MTI,1MTJ,1MTK,1MYM,1MYZ,1MZ0,1N9F,1N9H,1N9I,1N9X,1NAZ,1O16,1OBM,1OFJ,1OFK,1SWM,1TES,1U7R,1U7S,1UFJ,1V9Q,1VXC,1VXD,1VXE,1VXF,1VXG,1VXH,1YOG,1YOH,1YOI,2BLH,2BLI,2BLJ,2BW9,2BWH,2E2Y,2EVK,2EVP,2G0R,2G0S,2G0V,2G0X,2G0Z,2G10,2G11,2G12,2G14,2JHO,2MBW,2MGC,2MGD,2MGE,2MGF,2MGG,2MGM,2MYA,2MYB,2MYC,2MYE,2OH8,2OH9,2OHA,2OHB,2SPL,2SPM,2SPN,2SPO,2W6W,2W6X,2W6Y,2Z6S,2Z6T,2ZSN,2ZSO,2ZSP,2ZSQ,2ZSR,2ZSS,2ZST,2ZSX,2ZSY,2ZSZ,2ZT0,2ZT1,2ZT2,2ZT3,2ZT4,3ASE,3E4N,3E55,3E5I,3E5O,3ECL,3ECX,3ECZ,3ED9,3EDA,3EDB,3H57,3H58,3K9Z,3M38,3M39,3M3A,3M3B,3MN0,3NML,3O89,3OGB,3SDN,3U3E,4FWX,4FWY,4FWZ,4H07,4H0B,4IT8,4LPI,4MXK,4MXL,4NXA,4OF9,4OOD,4PNJ,4PQ6,4PQB,4PQC,4QAU,4TYX,5B84,5B85,5C6Y,5HAV,5HLQ,5HLU,5HLX,5JOM,5KKK,5M3S,5O41,5OJA,5UT7,5UT8,5UT9,5UTA,5UTB,5UTC,5UTD,5VNU,5VRT,5VZN,5VZO,5VZP,5VZQ,5XKV,5XKW,5YCE,5YZF,5ZEO,5ZZF,6CF0,6D45,6E02,6E03,6G5T,6JP1,6KRC,6KRF,6M8F,6MV0,7A44,7A45,7CEZ,7EHX,7KYR,7L3U,7L3Y,8QBA,8QBC"
P02186,1,1EMY
P02189,9,"1M6C,1M6M,1MDN,1MNO,1MWC,1MWD,1MYG,1MYH,1MYJ"
P02205,1,1MYT
P02210,4,"1DM1,1MBA,2FAL,5MBA"
P02213,41,"1HBI,1JZL,1JZM,1NXF,2AUO,2AUP,2AUQ,2AV0,2AV3,2GRH,2GRZ,2R4W,2R4Z,2Z85,2Z8A,3G46,3G4Q,3G4R,3G4W,3G4Y,3G52,3QOB,3SDH,3UGZ,3UH3,3UH7,3UHB,3UHC,3UHD,3UHG,3UHH,3UHQ,3UHR,3UHV,3UHX,3UI0,4HBI,4SDH,5HBI,6HBI,7HBI"
P02216,4,"1HBG,1JF3,1JL7,2HBG"
P02229,4,"1ECA,1ECD,1ECN,1ECO"
P02240,4,"1GDI,1GDJ,1GDL,2GDM"
P02244,1,1I4Y
P02246,2,"2HMQ,2HMZ"
P02247,3,"1A7D,1A7E,2MHR"
P02263,1,1TZY
P02281,2,"1KX5,6W4L"
P02293,3,"4M6B,4WNN,6AE8"
P02309,3,"1E6I,6RXJ,6RXM"
P02340,2,"2IOI,2P52"
P02417,3,"2HBA,2HBB,2HVF"
P02452,2,"5CTD,5CTI"
P02458,1,5NIR
P02461,1,4AE2
P02462,3,"1LI1,5NAY,6MPX"
P02470,2,"3L1E,3L1F"
P02511,3,"3SGP,3SGS,4M5S"
P02526,5,"1AMM,1DSL,4GCR,4W9A,4W9B"
P02528,4,"1ZGT,1ZIE,1ZIQ,1ZIR"
P02545,4,"1IFR,3GEF,6YF5,7CRG"
P02549,1,5J4O
P02586,2,"1TCF,1TN4"
P02588,4,"1AVS,1NCX,1NCZ,1TOP"
P02618,5,"1B8L,1B8R,1CDP,4CPV,5CPV"
P02619,5,"1PAL,1PVB,2PAL,2PVB,4PAL"
P02621,1,1A75
P02625,3,"1G33,1RWY,1XVJ"
P02628,1,1PVA
P02631,2,"1OMD,1RRO"
P02633,4,"1HT9,1IG5,1IGV,4ICB"
P02638,4,"3CR2,3IQO,3RM1,4PE1"
P02640,13,"1WY4,1YRF,1YRI,1YU5,1YU7,1YU8,2RJV,2RJW,2RJX,2RJY,3MYC,3MYE,3NKJ"
P02649,8,"1BZ4,1EA8,1GS9,1H7I,1NFN,1OR3,7FCR,7FCS"
P02654,1,6DVU
P02671,2,"4F27,5CFA"
P02672,2,"1JY2,1JY3"
P02676,2,"1JY2,1JY3"
P02679,3,"2VR3,2Y7L,4B60"
P02686,1,1FV1
P02689,19,"2WUT,3NR3,4A1Y,4A8Z,4BVM,4D6A,5N4M,5N4P,5N4Q,6EW2,6EW4,6EW5,6S2M,6S2S,6XU5,6XVQ,6XVS,6XVY,7NSR"
P02693,3,"1ICM,1IFB,1IFC"
P02701,3,"1NQN,1VYO,4U46"
P02724,1,5EH6
P02741,1,3PVN
P02745,3,"1PK6,2JG9,5HZF"
P02746,3,"1PK6,2JG9,5HZF"
P02747,3,"1PK6,2JG9,5HZF"
P02749,1,3OP8
P02751,12,"1FNA,2CG6,2CG7,2RKY,3CAL,3ZRZ,4LXO,4PZ5,5DC4,5DC9,5N48,6MFA"
P02753,7,"1JYD,5NU2,5NU6,5NU8,5NU9,5NUA,5NUB"
P02754,17,"1B8E,1BEB,1UZ2,3NQ3,3UEV,4GNY,6T42,7BF8,7BF9,7BGA,7KOT,7Q17,7Q18,7Q19,7Q2N,7Q2O,7Q2P"
P02756,1,4TLJ
P02760,1,6EJA
P02762,2,"1I06,2NNE"
P02763,1,3KQ0
P02766,99,"1BZD,1BZE,1E3F,1F41,1FH2,1FHN,1IJN,1QWH,1SOK,1TSH,1TTA,1TTB,1TTC,1TTR,1X7S,1X7T,1ZCR,1ZD6,2G3X,2G3Z,2G4G,2NOY,2PAB,2QGB,2TRH,3A4E,3A4F,3BT0,3CBR,3CFM,3D7P,3DGD,3DID,3DJS,3DJZ,3DK0,3GPS,3GRB,3GRG,3I9A,3I9I,3I9P,3KGS,3U2I,3W3B,4ANK,4MRB,4MRC,4N85,4PVL,4PVM,4PVN,4PWE,4TKW,4TL4,4TL5,4TLK,4TLS,4TLT,4TLU,4TM9,4TNE,4TNF,4TNG,5CLX,5CLY,5CLZ,5CM1,5CN3,5CNH,5DEJ,5DWP,5FO2,5FW6,5FW7,5FW8,5H0V,5H0W,5H0X,5H0Y,5H0Z,5K1J,5K1N,5LLL,5LLV,5N62,5NFE,5NFW,5OQ0,6E71,6E75,6E76,6FWD,6FXU,6FZL,6KGB,7Q3I,8T5X,8W1N"
P02768,1,1N5U
P02771,1,3MRK
P02775,2,"1NAP,1TVX"
P02778,1,1O7Z
P02779,2,"1UTG,2UTG"
P02784,1,1H8P
P02786,2,"6Y76,8P0Z"
P02787,9,"1A8E,1A8F,1D3K,1FQE,1JQF,1OQG,1RYO,3FGS,3SKP"
P02788,1,1H45
P02789,3,"1IEJ,1TFA,8X3H"
P02791,47,"1AEW,1XZ1,2V2L,2V2M,2V2N,2V2O,2V2P,2V2R,2V2S,2W0O,2Z5P,2ZA6,2ZA7,2ZA8,3AF8,3AF9,3F32,3F37,3F38,3F39,3FI6,3H7G,3NP2,3O7R,3U90,3WVU,3WVV,4Z3B,5E2D,5ERJ,5GU0,5HQO,5IX6,5MIJ,5MIK,6ENV,6FX8,6FX9,6GXJ,6HJT,6HJU,6JEE,6JEF,6MSX,7BOM,7BON,7EMM"
P02792,3,"2FFX,3KXU,5LG8"
P02794,31,"2CEI,2CHI,2CIH,2CN7,2FHA,2IU2,3AJO,3AJP,3AJQ,4DYX,4DYY,4OYN,4Y08,4YKH,4ZJK,5CMQ,5JKK,5JKL,5JKM,5N27,5UP7,5VTD,6B8F,6B8G,6FTV,6H6T,6KE2,7CK8,7CK9,8PP3,8PP4"
P02820,1,4MZZ
P02829,4,"1AH6,2AKP,3C0E,3FP2"
P02836,3,"2HDD,2HOS,6M3D"
P02866,15,"1DQ6,1ENR,1GKB,1JBC,1JW6,1NLS,1NXD,1QNY,1SCS,2CTV,2UU8,5O6N,6H2M,7MG2,7MG3"
P02867,3,"1OFS,2BQP,2LTN"
P02870,3,"1LEN,1LES,2LAL"
P02876,1,9WGA
P02877,3,"1Q9B,1WKX,4WP4"
P02879,18,"1IFT,1J1M,1UQ4,1UQ5,2PJO,2VC3,2VC4,4LGR,4LHJ,4Z9K,5DDZ,5GU4,5J56,5J57,6OBC,6OBE,6OBG,6OBO"
P02881,9,"1KRL,3PXM,5LC6,5LC7,5O7Q,5YCT,5Z1P,8Q0R,8Q0S"
P02882,13,"1IV7,1IV9,1KRL,1MOL,2O9U,3PXM,5LC6,5LC7,5O7Q,5YCT,5Z1P,8Q0R,8Q0S"
P02883,109,"1LR2,1LR3,1LXZ,1LY0,1PP3,1RQW,1THV,1THW,2A7I,2BLR,2BLU,2G4Y,2OQN,2VHK,2VHR,2VI1,2VI2,2VI3,2VI4,2VU6,2VU7,2WBZ,3AL7,3ALD,3DZN,3DZP,3DZR,3E0A,3N02,3N03,3QY5,3VHF,3VHG,3VJQ,3X3O,3X3P,3X3Q,3X3R,3X3S,3X3T,3ZEJ,4AXR,4AXU,4C3C,4DC5,4DC6,4DIY,4DIZ,4DJ0,4DJ1,4EK0,4EKA,4EKB,4EKH,4EKO,4EKT,4EL2,4EL3,4EL7,4XVB,4ZG3,4ZXR,5A47,5AMZ,5AVG,5GQP,5KVW,5KVX,5KVZ,5KW0,5KW3,5KW4,5KW5,5KW7,5KW8,5LH0,5LH1,5LH3,5LH5,5LMH,5LN0,5SW0,5SW1,5SW2,5WR8,5X9L,5X9M,5YYP,5YYQ,5YYR,6COA,6FJ6,6FJ8,6FJ9,6RVO,6S1E,6YBX,6YC5,7AC3,7AT6,7LFG,7LJV,7LJW,7LJZ,7LK5,7LK6,7LNB,7LNC,7LND"
P02884,2,"3AOK,3WOU"
P02886,1,2W94
P02893,4,"6AZM,6B5M,6D0X,6UC5"
P02906,1,1SBP
P02911,4,"1LST,2LAO,6ML0,6MLD"
P02924,2,"5ABP,9ABP"
P02929,5,"1IHR,1U07,8P9R,8VGC,8VGD"
P02931,2,"2ZFG,4LSF"
P02941,2,"1JMW,1VLS"
P02942,1,2D4U
P02945,6,"1M0K,1M0M,1O0A,1P8H,1P8U,2NTW"
P02966,1,1NPS
P02968,1,5MAW
P02970,1,4WE2
P02973,8,"1DZO,1X6P,1X6Q,1X6R,1X6X,1X6Y,1X6Z,2PY0"
P02976,6,"5U3D,6B9Z,6K3M,6K64,6K65,6K6A"
P02984,1,3EIP
P02994,2,"1F60,2B7C"
P03000,1,1TIF
P03001,1,2J7J
P03007,1,4GX8
P03018,2,"3LFU,7EGS"
P03023,1,1JYE
P03034,4,"1F39,1LMB,3KZ3,5ZCA"
P03040,3,"1ORC,2ECS,2OVG"
P03042,1,1ZS4
P03050,2,"1BAZ,1U9P"
P03051,13,"1B6Q,1F4N,1GMG,1GTO,1NKD,1ROP,1RPO,2IJH,2IJJ,2IJK,3K79,4DO2,7KAE"
P03069,62,"1CE9,1GCM,1GK6,1GZL,1IJ0,1IJ1,1IJ2,1IJ3,1LLM,1PIQ,1RB4,1RB5,1RB6,1UO2,1UO3,1UO4,1ZII,1ZIK,2B1F,2CCE,2CCF,2CCN,2EFR,2HY6,2IPZ,2NRN,2O7H,2VNL,2WPY,2WPZ,2WQ0,2WQ1,2WQ2,2WQ3,2YNY,2YNZ,2ZTA,3AZD,3CK4,3CRP,3I1G,3K7Z,3M48,3ZMF,4C46,4G2K,4NJ0,4OWI,5APS,5APT,5APU,5APW,5APX,5APZ,5KHT,6E52,6O2E,6O2F,7O9V,7OAA,7OAF,7OAH"
P03070,3,"2FUF,3QN2,4RXH"
P03072,2,"4LMD,4NBP"
P03088,2,"7B69,7B6A"
P03089,4,"3NXG,4JCE,4WDY,4WDZ"
P03116,1,1F08
P03120,3,"1DTO,2NNU,2Q79"
P03122,2,"2BOP,6BUS"
P03126,3,"4JOP,6SIV,6SJA"
P03134,7,"3WRN,3WRO,3WRQ,3WRR,3WRS,4PP4,4R94"
P03169,1,4QRU
P03180,1,1VLK
P03204,2,"3DX6,3DX7"
P03206,7,"1ZSD,2AXF,3SPV,3VFN,3VFO,3VFP,3VFR"
P03211,6,"1YY6,2FYY,2FZ3,4PRA,4PRE,5WMF"
P03252,1,1NLN
P03255,1,2R7G
P03265,1,2WB0
P03274,1,1NLN
P03275,3,"1QHV,1V1H,1V1I"
P03303,1,6KYZ
P03305,2,"1QMY,6FFA"
P03306,1,2BHG
P03311,1,6KWL
P03313,6,"2ZTX,2ZTY,2ZU1,4WFX,4WFZ,7QUW"
P03314,2,"1YKS,5N6B"
P03315,1,2V33
P03322,3,"3G21,3G26,3G28"
P03332,1,1MN8
P03336,1,1U7K
P03347,1,2BUO
P03349,9,"4OBD,4OBF,4OBH,4OBJ,4OBK,4QJ6,4QJ7,4QJ9,4QJA"
P03354,2,"4FW1,5KZA"
P03355,8,"1MML,1ZTW,2FJW,2HB5,4M95,4XPC,4XPE,6GZA"
P03365,2,"5CZ1,5D7U"
P03366,5,"3AVI,3DLK,4G8I,4G9D,4G9F"
P03367,8,"1SP5,3I8W,3UF3,4FL8,4FLG,4FM6,7N6T,8VB1"
P03369,23,"1MT7,2FNS,2FNT,2J9J,2JE4,4EP2,4EP3,4EPJ,4EQ0,4EQJ,4F73,4F75,4F76,4OBD,4OBF,4OBG,4OBH,4OBJ,4OBK,4QJ6,4QJ7,4QJ9,4QJA"
P03372,1,7QVJ
P03375,2,"3W19,6ME1"
P03377,4,"3VGX,3VTP,5WEU,6R2G"
P03385,1,1MOF
P03407,3,"4U1M,4U1N,4U5W"
P03409,2,"7P73,7PC3"
P03416,1,3HD4
P03420,2,"3O41,6OJ7"
P03422,1,1OKS
P03423,1,5WN9
P03428,4,"3A1G,3WI0,4ENF,4U6O"
P03431,1,3A1G
P03433,2,"4ZQQ,5JHT"
P03435,1,6R0E
P03437,1,1QU1
P03466,2,"5NPZ,5NQ3"
P03468,2,"6WZY,6X00"
P03485,2,"2VLL,5TEZ"
P03495,3,"1AIL,2RHK,4O45"
P03496,2,"2ZKO,3RVC"
P03524,1,3NFK
P03527,1,1FN9
P03528,2,"2OJ5,2OJ6"
P03587,1,3VKW
P03606,1,4V4M
P03630,1,2QUD
P03661,2,"2G3P,3DGS"
P03663,2,"4EO0,4EO1"
P03680,1,2PY5
P03685,1,8PW2
P03696,1,1JE5
P03697,1,3SM4
P03698,4,"8TFU,8TG7,8TG8,8TGC"
P03699,2,"1RH6,2OG0"
P03700,1,1AE9
P03712,2,"1C5E,1TCZ"
P03748,1,4A0T
P03775,1,1S7Z
P03942,1,1H98
P03950,23,"1B1I,1K59,1K5B,1UN3,4AHK,4AHM,4AOH,4B36,5EOP,5EPZ,5M9A,5M9J,5M9M,5M9P,5M9Q,5M9R,5M9S,5M9V,7NPM,7PNP,7PNR,8OO3,8OO4"
P03951,2,"1ZHR,6AOD"
P03952,3,"5F8T,5F8X,5F8Z"
P03953,1,5FCR
P03956,1,1CGE
P03958,1,3MVI
P03962,2,"3GDM,3GDR"
P04002,2,"1WFA,1WFB"
P04004,1,6O5E
P04010,1,4MBX
P04042,1,1CHD
P04054,2,"3ELO,6Q42"
P04056,1,3V9M
